fill	x	y	group	xmin	xmax	ymin	ymax
#0B0B0B	0	139	12	-0.5	0.5	138.5	139.5
#0E0E0E	1	139	15	0.5	1.5	138.5	139.5
#151515	2	139	22	1.5	2.5	138.5	139.5
#191919	3	139	26	2.5	3.5	138.5	139.5
#1C1C1C	4	139	29	3.5	4.5	138.5	139.5
#1F1F1F	5	139	32	4.5	5.5	138.5	139.5
#202020	6	139	33	5.5	6.5	138.5	139.5
#212121	7	139	34	6.5	7.5	138.5	139.5
#212121	8	139	34	7.5	8.5	138.5	139.5
#222222	9	139	35	8.5	9.5	138.5	139.5
#202020	10	139	33	9.5	10.5	138.5	139.5
#1D1D1D	11	139	30	10.5	11.5	138.5	139.5
#1C1C1C	12	139	29	11.5	12.5	138.5	139.5
#191919	13	139	26	12.5	13.5	138.5	139.5
#171717	14	139	24	13.5	14.5	138.5	139.5
#151515	15	139	22	14.5	15.5	138.5	139.5
#0F0F0F	16	139	16	15.5	16.5	138.5	139.5
#0B0B0B	17	139	12	16.5	17.5	138.5	139.5
#080808	18	139	9	17.5	18.5	138.5	139.5
#050505	19	139	6	18.5	19.5	138.5	139.5
#030303	20	139	4	19.5	20.5	138.5	139.5
#000000	21	139	1	20.5	21.5	138.5	139.5
#000000	22	139	1	21.5	22.5	138.5	139.5
#000000	23	139	1	22.5	23.5	138.5	139.5
#000000	24	139	1	23.5	24.5	138.5	139.5
#000000	25	139	1	24.5	25.5	138.5	139.5
#000000	26	139	1	25.5	26.5	138.5	139.5
#000000	27	139	1	26.5	27.5	138.5	139.5
#000000	28	139	1	27.5	28.5	138.5	139.5
#000000	29	139	1	28.5	29.5	138.5	139.5
#000000	30	139	1	29.5	30.5	138.5	139.5
#000000	31	139	1	30.5	31.5	138.5	139.5
#000000	32	139	1	31.5	32.5	138.5	139.5
#000000	33	139	1	32.5	33.5	138.5	139.5
#000000	34	139	1	33.5	34.5	138.5	139.5
#000000	35	139	1	34.5	35.5	138.5	139.5
#000000	36	139	1	35.5	36.5	138.5	139.5
#000000	37	139	1	36.5	37.5	138.5	139.5
#000000	38	139	1	37.5	38.5	138.5	139.5
#000000	39	139	1	38.5	39.5	138.5	139.5
#000000	40	139	1	39.5	40.5	138.5	139.5
#000000	41	139	1	40.5	41.5	138.5	139.5
#010101	42	139	2	41.5	42.5	138.5	139.5
#101010	43	139	17	42.5	43.5	138.5	139.5
#232323	44	139	36	43.5	44.5	138.5	139.5
#343434	45	139	53	44.5	45.5	138.5	139.5
#424242	46	139	67	45.5	46.5	138.5	139.5
#484848	47	139	73	46.5	47.5	138.5	139.5
#474747	48	139	72	47.5	48.5	138.5	139.5
#4D4D4D	49	139	78	48.5	49.5	138.5	139.5
#5C5C5C	50	139	93	49.5	50.5	138.5	139.5
#636363	51	139	100	50.5	51.5	138.5	139.5
#646464	52	139	101	51.5	52.5	138.5	139.5
#666666	53	139	103	52.5	53.5	138.5	139.5
#666666	54	139	103	53.5	54.5	138.5	139.5
#676767	55	139	104	54.5	55.5	138.5	139.5
#666666	56	139	103	55.5	56.5	138.5	139.5
#696969	57	139	106	56.5	57.5	138.5	139.5
#717171	58	139	114	57.5	58.5	138.5	139.5
#6F6F6F	59	139	112	58.5	59.5	138.5	139.5
#767676	60	139	119	59.5	60.5	138.5	139.5
#797979	61	139	122	60.5	61.5	138.5	139.5
#777777	62	139	120	61.5	62.5	138.5	139.5
#7E7E7E	63	139	127	62.5	63.5	138.5	139.5
#898989	64	139	138	63.5	64.5	138.5	139.5
#8A8A8A	65	139	139	64.5	65.5	138.5	139.5
#838383	66	139	132	65.5	66.5	138.5	139.5
#838383	67	139	132	66.5	67.5	138.5	139.5
#8A8A8A	68	139	139	67.5	68.5	138.5	139.5
#8C8C8C	69	139	141	68.5	69.5	138.5	139.5
#8A8A8A	70	139	139	69.5	70.5	138.5	139.5
#888888	71	139	137	70.5	71.5	138.5	139.5
#969696	72	139	151	71.5	72.5	138.5	139.5
#989898	73	139	153	72.5	73.5	138.5	139.5
#9F9F9F	74	139	160	73.5	74.5	138.5	139.5
#9E9E9E	75	139	159	74.5	75.5	138.5	139.5
#9D9D9D	76	139	158	75.5	76.5	138.5	139.5
#A0A0A0	77	139	161	76.5	77.5	138.5	139.5
#999999	78	139	154	77.5	78.5	138.5	139.5
#969696	79	139	151	78.5	79.5	138.5	139.5
#999999	80	139	154	79.5	80.5	138.5	139.5
#959595	81	139	150	80.5	81.5	138.5	139.5
#8C8C8C	82	139	141	81.5	82.5	138.5	139.5
#8E8E8E	83	139	143	82.5	83.5	138.5	139.5
#838383	84	139	132	83.5	84.5	138.5	139.5
#767676	85	139	119	84.5	85.5	138.5	139.5
#6B6B6B	86	139	108	85.5	86.5	138.5	139.5
#5F5F5F	87	139	96	86.5	87.5	138.5	139.5
#616161	88	139	98	87.5	88.5	138.5	139.5
#636363	89	139	100	88.5	89.5	138.5	139.5
#646464	90	139	101	89.5	90.5	138.5	139.5
#646464	91	139	101	90.5	91.5	138.5	139.5
#636363	92	139	100	91.5	92.5	138.5	139.5
#606060	93	139	97	92.5	93.5	138.5	139.5
#5F5F5F	94	139	96	93.5	94.5	138.5	139.5
#515151	95	139	82	94.5	95.5	138.5	139.5
#3E3E3E	96	139	63	95.5	96.5	138.5	139.5
#3F3F3F	97	139	64	96.5	97.5	138.5	139.5
#3D3D3D	98	139	62	97.5	98.5	138.5	139.5
#383838	99	139	57	98.5	99.5	138.5	139.5
#2D2D2D	100	139	46	99.5	100.5	138.5	139.5
#1C1C1C	101	139	29	100.5	101.5	138.5	139.5
#0B0B0B	102	139	12	101.5	102.5	138.5	139.5
#000000	103	139	1	102.5	103.5	138.5	139.5
#000000	104	139	1	103.5	104.5	138.5	139.5
#000000	105	139	1	104.5	105.5	138.5	139.5
#000000	106	139	1	105.5	106.5	138.5	139.5
#000000	107	139	1	106.5	107.5	138.5	139.5
#000000	108	139	1	107.5	108.5	138.5	139.5
#000000	109	139	1	108.5	109.5	138.5	139.5
#000000	110	139	1	109.5	110.5	138.5	139.5
#000000	111	139	1	110.5	111.5	138.5	139.5
#000000	112	139	1	111.5	112.5	138.5	139.5
#000000	113	139	1	112.5	113.5	138.5	139.5
#000000	114	139	1	113.5	114.5	138.5	139.5
#000000	115	139	1	114.5	115.5	138.5	139.5
#000000	116	139	1	115.5	116.5	138.5	139.5
#000000	117	139	1	116.5	117.5	138.5	139.5
#000000	118	139	1	117.5	118.5	138.5	139.5
#000000	119	139	1	118.5	119.5	138.5	139.5
#000000	120	139	1	119.5	120.5	138.5	139.5
#000000	121	139	1	120.5	121.5	138.5	139.5
#000000	122	139	1	121.5	122.5	138.5	139.5
#000000	123	139	1	122.5	123.5	138.5	139.5
#000000	124	139	1	123.5	124.5	138.5	139.5
#000000	125	139	1	124.5	125.5	138.5	139.5
#010101	126	139	2	125.5	126.5	138.5	139.5
#020202	127	139	3	126.5	127.5	138.5	139.5
#040404	128	139	5	127.5	128.5	138.5	139.5
#050505	129	139	6	128.5	129.5	138.5	139.5
#070707	130	139	8	129.5	130.5	138.5	139.5
#080808	131	139	9	130.5	131.5	138.5	139.5
#070707	132	139	8	131.5	132.5	138.5	139.5
#080808	133	139	9	132.5	133.5	138.5	139.5
#0A0A0A	134	139	11	133.5	134.5	138.5	139.5
#0A0A0A	135	139	11	134.5	135.5	138.5	139.5
#070707	136	139	8	135.5	136.5	138.5	139.5
#050505	137	139	6	136.5	137.5	138.5	139.5
#060606	138	139	7	137.5	138.5	138.5	139.5
#040404	139	139	5	138.5	139.5	138.5	139.5
#131313	0	138	20	-0.5	0.5	137.5	138.5
#191919	1	138	26	0.5	1.5	137.5	138.5
#212121	2	138	34	1.5	2.5	137.5	138.5
#252525	3	138	38	2.5	3.5	137.5	138.5
#272727	4	138	40	3.5	4.5	137.5	138.5
#2A2A2A	5	138	43	4.5	5.5	137.5	138.5
#2D2D2D	6	138	46	5.5	6.5	137.5	138.5
#2D2D2D	7	138	46	6.5	7.5	137.5	138.5
#2D2D2D	8	138	46	7.5	8.5	137.5	138.5
#2D2D2D	9	138	46	8.5	9.5	137.5	138.5
#2C2C2C	10	138	45	9.5	10.5	137.5	138.5
#2A2A2A	11	138	43	10.5	11.5	137.5	138.5
#2A2A2A	12	138	43	11.5	12.5	137.5	138.5
