fill	x	y	group	xmin	xmax	ymin	ymax
#D4D4D4	0	139	213	-0.5	0.5	138.5	139.5
#C9C9C9	1	139	202	0.5	1.5	138.5	139.5
#828282	2	139	131	1.5	2.5	138.5	139.5
#3B3B3B	3	139	60	2.5	3.5	138.5	139.5
#232323	4	139	36	3.5	4.5	138.5	139.5
#202020	5	139	33	4.5	5.5	138.5	139.5
#232323	6	139	36	5.5	6.5	138.5	139.5
#242424	7	139	37	6.5	7.5	138.5	139.5
#242424	8	139	37	7.5	8.5	138.5	139.5
#242424	9	139	37	8.5	9.5	138.5	139.5
#232323	10	139	36	9.5	10.5	138.5	139.5
#222222	11	139	35	10.5	11.5	138.5	139.5
#232323	12	139	36	11.5	12.5	138.5	139.5
#252525	13	139	38	12.5	13.5	138.5	139.5
#262626	14	139	39	13.5	14.5	138.5	139.5
#262626	15	139	39	14.5	15.5	138.5	139.5
#252525	16	139	38	15.5	16.5	138.5	139.5
#252525	17	139	38	16.5	17.5	138.5	139.5
#252525	18	139	38	17.5	18.5	138.5	139.5
#262626	19	139	39	18.5	19.5	138.5	139.5
#262626	20	139	39	19.5	20.5	138.5	139.5
#262626	21	139	39	20.5	21.5	138.5	139.5
#242424	22	139	37	21.5	22.5	138.5	139.5
#252525	23	139	38	22.5	23.5	138.5	139.5
#252525	24	139	38	23.5	24.5	138.5	139.5
#242424	25	139	37	24.5	25.5	138.5	139.5
#242424	26	139	37	25.5	26.5	138.5	139.5
#242424	27	139	37	26.5	27.5	138.5	139.5
#242424	28	139	37	27.5	28.5	138.5	139.5
#232323	29	139	36	28.5	29.5	138.5	139.5
#242424	30	139	37	29.5	30.5	138.5	139.5
#282828	31	139	41	30.5	31.5	138.5	139.5
#282828	32	139	41	31.5	32.5	138.5	139.5
#252525	33	139	38	32.5	33.5	138.5	139.5
#242424	34	139	37	33.5	34.5	138.5	139.5
#242424	35	139	37	34.5	35.5	138.5	139.5
#242424	36	139	37	35.5	36.5	138.5	139.5
#242424	37	139	37	36.5	37.5	138.5	139.5
#232323	38	139	36	37.5	38.5	138.5	139.5
#222222	39	139	35	38.5	39.5	138.5	139.5
#212121	40	139	34	39.5	40.5	138.5	139.5
