fill	x	y	group	xmin	xmax	ymin	ymax
#020202	0	139	3	-0.5	0.5	138.5	139.5
#020202	1	139	3	0.5	1.5	138.5	139.5
#020202	2	139	3	1.5	2.5	138.5	139.5
#020202	3	139	3	2.5	3.5	138.5	139.5
#020202	4	139	3	3.5	4.5	138.5	139.5
#020202	5	139	3	4.5	5.5	138.5	139.5
#020202	6	139	3	5.5	6.5	138.5	139.5
#020202	7	139	3	6.5	7.5	138.5	139.5
#020202	8	139	3	7.5	8.5	138.5	139.5
#020202	9	139	3	8.5	9.5	138.5	139.5
#020202	10	139	3	9.5	10.5	138.5	139.5
#030303	11	139	4	10.5	11.5	138.5	139.5
#020202	12	139	3	11.5	12.5	138.5	139.5
#020202	13	139	3	12.5	13.5	138.5	139.5
#020202	14	139	3	13.5	14.5	138.5	139.5
#050505	15	139	6	14.5	15.5	138.5	139.5
#090909	16	139	10	15.5	16.5	138.5	139.5
#0B0B0B	17	139	12	16.5	17.5	138.5	139.5
#0B0B0B	18	139	12	17.5	18.5	138.5	139.5
#0D0D0D	19	139	14	18.5	19.5	138.5	139.5
#0D0D0D	20	139	14	19.5	20.5	138.5	139.5
#0E0E0E	21	139	15	20.5	21.5	138.5	139.5
#0F0F0F	22	139	16	21.5	22.5	138.5	139.5
#131313	23	139	20	22.5	23.5	138.5	139.5
#131313	24	139	20	23.5	24.5	138.5	139.5
#121212	25	139	19	24.5	25.5	138.5	139.5
#131313	26	139	20	25.5	26.5	138.5	139.5
#151515	27	139	22	26.5	27.5	138.5	139.5
#171717	28	139	24	27.5	28.5	138.5	139.5
#1A1A1A	29	139	27	28.5	29.5	138.5	139.5
#1A1A1A	30	139	27	29.5	30.5	138.5	139.5
#191919	31	139	26	30.5	31.5	138.5	139.5
#1C1C1C	32	139	29	31.5	32.5	138.5	139.5
#1E1E1E	33	139	31	32.5	33.5	138.5	139.5
#1F1F1F	34	139	32	33.5	34.5	138.5	139.5
#1E1E1E	35	139	31	34.5	35.5	138.5	139.5
#1E1E1E	36	139	31	35.5	36.5	138.5	139.5
#1F1F1F	37	139	32	36.5	37.5	138.5	139.5
#1E1E1E	38	139	31	37.5	38.5	138.5	139.5
#1C1C1C	39	139	29	38.5	39.5	138.5	139.5
#2F2F2F	40	139	48	39.5	40.5	138.5	139.5
#3C3C3C	41	139	61	40.5	41.5	138.5	139.5
#424242	42	139	67	41.5	42.5	138.5	139.5
#484848	43	139	73	42.5	43.5	138.5	139.5
#4E4E4E	44	139	79	43.5	44.5	138.5	139.5
#4F4F4F	45	139	80	44.5	45.5	138.5	139.5
#515151	46	139	82	45.5	46.5	138.5	139.5
#565656	47	139	87	46.5	47.5	138.5	139.5
#5A5A5A	48	139	91	47.5	48.5	138.5	139.5
#5F5F5F	49	139	96	48.5	49.5	138.5	139.5
#626262	50	139	99	49.5	50.5	138.5	139.5
#626262	51	139	99	50.5	51.5	138.5	139.5
#686868	52	139	105	51.5	52.5	138.5	139.5
#6B6B6B	53	139	108	52.5	53.5	138.5	139.5
#6E6E6E	54	139	111	53.5	54.5	138.5	139.5
#717171	55	139	114	54.5	55.5	138.5	139.5
#737373	56	139	116	55.5	56.5	138.5	139.5
#767676	57	139	119	56.5	57.5	138.5	139.5
#787878	58	139	121	57.5	58.5	138.5	139.5
#797979	59	139	122	58.5	59.5	138.5	139.5
#787878	60	139	121	59.5	60.5	138.5	139.5
#777777	61	139	120	60.5	61.5	138.5	139.5
#777777	62	139	120	61.5	62.5	138.5	139.5
#787878	63	139	121	62.5	63.5	138.5	139.5
#808080	64	139	129	63.5	64.5	138.5	139.5
#828282	65	139	131	64.5	65.5	138.5	139.5
#7F7F7F	66	139	128	65.5	66.5	138.5	139.5
#808080	67	139	129	66.5	67.5	138.5	139.5
#878787	68	139	136	67.5	68.5	138.5	139.5
#898989	69	139	138	68.5	69.5	138.5	139.5
#8A8A8A	70	139	139	69.5	70.5	138.5	139.5
#8C8C8C	71	139	141	70.5	71.5	138.5	139.5
#919191	72	139	146	71.5	72.5	138.5	139.5
#8D8D8D	73	139	142	72.5	73.5	138.5	139.5
#909090	74	139	145	73.5	74.5	138.5	139.5
#9B9B9B	75	139	156	74.5	75.5	138.5	139.5
#979797	76	139	152	75.5	76.5	138.5	139.5
#959595	77	139	150	76.5	77.5	138.5	139.5
#999999	78	139	154	77.5	78.5	138.5	139.5
#9E9E9E	79	139	159	78.5	79.5	138.5	139.5
#9E9E9E	80	139	159	79.5	80.5	138.5	139.5
#9A9A9A	81	139	155	80.5	81.5	138.5	139.5
#878787	82	139	136	81.5	82.5	138.5	139.5
#7F7F7F	83	139	128	82.5	83.5	138.5	139.5
#888888	84	139	137	83.5	84.5	138.5	139.5
#818181	85	139	130	84.5	85.5	138.5	139.5
#797979	86	139	122	85.5	86.5	138.5	139.5
#777777	87	139	120	86.5	87.5	138.5	139.5
#737373	88	139	116	87.5	88.5	138.5	139.5
#707070	89	139	113	88.5	89.5	138.5	139.5
#6A6A6A	90	139	107	89.5	90.5	138.5	139.5
#656565	91	139	102	90.5	91.5	138.5	139.5
#5D5D5D	92	139	94	91.5	92.5	138.5	139.5
#565656	93	139	87	92.5	93.5	138.5	139.5
#4F4F4F	94	139	80	93.5	94.5	138.5	139.5
#424242	95	139	67	94.5	95.5	138.5	139.5
#3C3C3C	96	139	61	95.5	96.5	138.5	139.5
#535353	97	139	84	96.5	97.5	138.5	139.5
#4D4D4D	98	139	78	97.5	98.5	138.5	139.5
#1B1B1B	99	139	28	98.5	99.5	138.5	139.5
#0E0E0E	100	139	15	99.5	100.5	138.5	139.5
#070707	101	139	8	100.5	101.5	138.5	139.5
#020202	102	139	3	101.5	102.5	138.5	139.5
#020202	103	139	3	102.5	103.5	138.5	139.5
#020202	104	139	3	103.5	104.5	138.5	139.5
#020202	105	139	3	104.5	105.5	138.5	139.5
#020202	106	139	3	105.5	106.5	138.5	139.5
#020202	107	139	3	106.5	107.5	138.5	139.5
#020202	108	139	3	107.5	108.5	138.5	139.5
#020202	109	139	3	108.5	109.5	138.5	139.5
#020202	110	139	3	109.5	110.5	138.5	139.5
#020202	111	139	3	110.5	111.5	138.5	139.5
#020202	112	139	3	111.5	112.5	138.5	139.5
#020202	113	139	3	112.5	113.5	138.5	139.5
#020202	114	139	3	113.5	114.5	138.5	139.5
