fill	x	y	group	xmin	xmax	ymin	ymax
#000000	0	139	1	-0.5	0.5	138.5	139.5
#000000	1	139	1	0.5	1.5	138.5	139.5
#000000	2	139	1	1.5	2.5	138.5	139.5
#000000	3	139	1	2.5	3.5	138.5	139.5
#000000	4	139	1	3.5	4.5	138.5	139.5
#000000	5	139	1	4.5	5.5	138.5	139.5
#000000	6	139	1	5.5	6.5	138.5	139.5
#000000	7	139	1	6.5	7.5	138.5	139.5
#000000	8	139	1	7.5	8.5	138.5	139.5
#000000	9	139	1	8.5	9.5	138.5	139.5
#000000	10	139	1	9.5	10.5	138.5	139.5
#000000	11	139	1	10.5	11.5	138.5	139.5
#000000	12	139	1	11.5	12.5	138.5	139.5
#000000	13	139	1	12.5	13.5	138.5	139.5
#000000	14	139	1	13.5	14.5	138.5	139.5
#000000	15	139	1	14.5	15.5	138.5	139.5
#000000	16	139	1	15.5	16.5	138.5	139.5
#000000	17	139	1	16.5	17.5	138.5	139.5
#000000	18	139	1	17.5	18.5	138.5	139.5
#000000	19	139	1	18.5	19.5	138.5	139.5
#000000	20	139	1	19.5	20.5	138.5	139.5
#000000	21	139	1	20.5	21.5	138.5	139.5
#000000	22	139	1	21.5	22.5	138.5	139.5
#000000	23	139	1	22.5	23.5	138.5	139.5
#050505	24	139	6	23.5	24.5	138.5	139.5
#101010	25	139	17	24.5	25.5	138.5	139.5
#181818	26	139	25	25.5	26.5	138.5	139.5
#202020	27	139	33	26.5	27.5	138.5	139.5
#282828	28	139	41	27.5	28.5	138.5	139.5
#2F2F2F	29	139	48	28.5	29.5	138.5	139.5
#383838	30	139	57	29.5	30.5	138.5	139.5
#424242	31	139	67	30.5	31.5	138.5	139.5
#464646	32	139	71	31.5	32.5	138.5	139.5
#4A4A4A	33	139	75	32.5	33.5	138.5	139.5
#545454	34	139	85	33.5	34.5	138.5	139.5
#5F5F5F	35	139	96	34.5	35.5	138.5	139.5
#656565	36	139	102	35.5	36.5	138.5	139.5
#6C6C6C	37	139	109	36.5	37.5	138.5	139.5
#717171	38	139	114	37.5	38.5	138.5	139.5
#767676	39	139	119	38.5	39.5	138.5	139.5
#797979	40	139	122	39.5	40.5	138.5	139.5
#787878	41	139	121	40.5	41.5	138.5	139.5
#808080	42	139	129	41.5	42.5	138.5	139.5
#959595	43	139	150	42.5	43.5	138.5	139.5
#9A9A9A	44	139	155	43.5	44.5	138.5	139.5
#959595	45	139	150	44.5	45.5	138.5	139.5
#919191	46	139	146	45.5	46.5	138.5	139.5
#979797	47	139	152	46.5	47.5	138.5	139.5
#9A9A9A	48	139	155	47.5	48.5	138.5	139.5
#969696	49	139	151	48.5	49.5	138.5	139.5
#929292	50	139	147	49.5	50.5	138.5	139.5
#8D8D8D	51	139	142	50.5	51.5	138.5	139.5
#8C8C8C	52	139	141	51.5	52.5	138.5	139.5
#919191	53	139	146	52.5	53.5	138.5	139.5
#929292	54	139	147	53.5	54.5	138.5	139.5
#969696	55	139	151	54.5	55.5	138.5	139.5
#9C9C9C	56	139	157	55.5	56.5	138.5	139.5
#9E9E9E	57	139	159	56.5	57.5	138.5	139.5
#A4A4A4	58	139	165	57.5	58.5	138.5	139.5
#A8A8A8	59	139	169	58.5	59.5	138.5	139.5
#A5A5A5	60	139	166	59.5	60.5	138.5	139.5
#A3A3A3	61	139	164	60.5	61.5	138.5	139.5
#A5A5A5	62	139	166	61.5	62.5	138.5	139.5
#ADADAD	63	139	174	62.5	63.5	138.5	139.5
#AAAAAA	64	139	171	63.5	64.5	138.5	139.5
#A0A0A0	65	139	161	64.5	65.5	138.5	139.5
#A4A4A4	66	139	165	65.5	66.5	138.5	139.5
#999999	67	139	154	66.5	67.5	138.5	139.5
#959595	68	139	150	67.5	68.5	138.5	139.5
#9C9C9C	69	139	157	68.5	69.5	138.5	139.5
#A3A3A3	70	139	164	69.5	70.5	138.5	139.5
#A3A3A3	71	139	164	70.5	71.5	138.5	139.5
#A9A9A9	72	139	170	71.5	72.5	138.5	139.5
#A4A4A4	73	139	165	72.5	73.5	138.5	139.5
#A3A3A3	74	139	164	73.5	74.5	138.5	139.5
#A8A8A8	75	139	169	74.5	75.5	138.5	139.5
#ABABAB	76	139	172	75.5	76.5	138.5	139.5
#A4A4A4	77	139	165	76.5	77.5	138.5	139.5
#A0A0A0	78	139	161	77.5	78.5	138.5	139.5
#9D9D9D	79	139	158	78.5	79.5	138.5	139.5
#9A9A9A	80	139	155	79.5	80.5	138.5	139.5
#989898	81	139	153	80.5	81.5	138.5	139.5
#989898	82	139	153	81.5	82.5	138.5	139.5
#939393	83	139	148	82.5	83.5	138.5	139.5
#8D8D8D	84	139	142	83.5	84.5	138.5	139.5
#929292	85	139	147	84.5	85.5	138.5	139.5
#9E9E9E	86	139	159	85.5	86.5	138.5	139.5
#909090	87	139	145	86.5	87.5	138.5	139.5
#878787	88	139	136	87.5	88.5	138.5	139.5
#8A8A8A	89	139	139	88.5	89.5	138.5	139.5
#8B8B8B	90	139	140	89.5	90.5	138.5	139.5
#8C8C8C	91	139	141	90.5	91.5	138.5	139.5
#919191	92	139	146	91.5	92.5	138.5	139.5
#8A8A8A	93	139	139	92.5	93.5	138.5	139.5
#868686	94	139	135	93.5	94.5	138.5	139.5
#929292	95	139	147	94.5	95.5	138.5	139.5
#979797	96	139	152	95.5	96.5	138.5	139.5
#7A7A7A	97	139	123	96.5	97.5	138.5	139.5
#6F6F6F	98	139	112	97.5	98.5	138.5	139.5
#6E6E6E	99	139	111	98.5	99.5	138.5	139.5
#696969	100	139	106	99.5	100.5	138.5	139.5
#616161	101	139	98	100.5	101.5	138.5	139.5
#585858	102	139	89	101.5	102.5	138.5	139.5
#4B4B4B	103	139	76	102.5	103.5	138.5	139.5
#424242	104	139	67	103.5	104.5	138.5	139.5
#3F3F3F	105	139	64	104.5	105.5	138.5	139.5
#393939	106	139	58	105.5	106.5	138.5	139.5
#323232	107	139	51	106.5	107.5	138.5	139.5
#2D2D2D	108	139	46	107.5	108.5	138.5	139.5
#262626	109	139	39	108.5	109.5	138.5	139.5
#1D1D1D	110	139	30	109.5	110.5	138.5	139.5
#101010	111	139	17	110.5	111.5	138.5	139.5
#060606	112	139	7	111.5	112.5	138.5	139.5
#000000	113	139	1	112.5	113.5	138.5	139.5
#000000	114	139	1	113.5	114.5	138.5	139.5
#020202	115	139	3	114.5	115.5	138.5	139.5
#010101	116	139	2	115.5	116.5	138.5	139.5
#000000	117	139	1	116.5	117.5	138.5	139.5
#000000	118	139	1	117.5	118.5	138.5	139.5
#000000	119	139	1	118.5	119.5	138.5	139.5
#000000	120	139	1	119.5	120.5	138.5	139.5
#000000	121	139	1	120.5	121.5	138.5	139.5
#000000	122	139	1	121.5	122.5	138.5	139.5
#000000	123	139	1	122.5	123.5	138.5	139.5
#000000	124	139	1	123.5	124.5	138.5	139.5
#000000	125	139	1	124.5	125.5	138.5	139.5
#000000	126	139	1	125.5	126.5	138.5	139.5
#000000	127	139	1	126.5	127.5	138.5	139.5
#000000	128	139	1	127.5	128.5	138.5	139.5
#000000	129	139	1	128.5	129.5	138.5	139.5
#000000	130	139	1	129.5	130.5	138.5	139.5
#000000	131	139	1	130.5	131.5	138.5	139.5
#000000	132	139	1	131.5	132.5	138.5	139.5
#000000	133	139	1	132.5	133.5	138.5	139.5
#000000	134	139	1	133.5	134.5	138.5	139.5
#000000	135	139	1	134.5	135.5	138.5	139.5
#000000	136	139	1	135.5	136.5	138.5	139.5
#000000	137	139	1	136.5	137.5	138.5	139.5
#000000	138	139	1	137.5	138.5	138.5	139.5
#000000	139	139	1	138.5	139.5	138.5	139.5
#000000	0	138	1	-0.5	0.5	137.5	138.5
#000000	1	138	1	0.5	1.5	137.5	138.5
#000000	2	138	1	1.5	2.5	137.5	138.5
#000000	3	138	1	2.5	3.5	137.5	138.5
#000000	4	138	1	3.5	4.5	137.5	138.5
#000000	5	138	1	4.5	5.5	137.5	138.5
#000000	6	138	1	5.5	6.5	137.5	138.5
#000000	7	138	1	6.5	7.5	137.5	138.5
#000000	8	138	1	7.5	8.5	137.5	138.5
#000000	9	138	1	8.5	9.5	137.5	138.5
#000000	10	138	1	9.5	10.5	137.5	138.5
#000000	11	138	1	10.5	11.5	137.5	138.5
#000000	12	138	1	11.5	12.5	137.5	138.5
#000000	13	138	1	12.5	13.5	137.5	138.5
#000000	14	138	1	13.5	14.5	137.5	138.5
#000000	15	138	1	14.5	15.5	137.5	138.5
#000000	16	138	1	15.5	16.5	137.5	138.5
#000000	17	138	1	16.5	17.5	137.5	138.5
#000000	18	138	1	17.5	18.5	137.5	138.5
#000000	19	138	1	18.5	19.5	137.5	138.5
#000000	20	138	1	19.5	20.5	137.5	138.5
#000000	21	138	1	20.5	21.5	137.5	138.5
#000000	22	138	1	21.5	22.5	137.5	138.5
#000000	23	138	1	22.5	23.5	137.5	138.5
#020202	24	138	3	23.5	24.5	137.5	138.5
#0C0C0C	25	138	13	24.5	25.5	137.5	138.5
#141414	26	138	21	25.5	26.5	137.5	138.5
#1C1C1C	27	138	29	26.5	27.5	137.5	138.5
#242424	28	138	37	27.5	28.5	137.5	138.5
