fill	x	y	group	xmin	xmax	ymin	ymax
#121212	0	139	19	-0.5	0.5	138.5	139.5
#000000	1	139	1	0.5	1.5	138.5	139.5
#000000	2	139	1	1.5	2.5	138.5	139.5
#000000	3	139	1	2.5	3.5	138.5	139.5
#000000	4	139	1	3.5	4.5	138.5	139.5
#000000	5	139	1	4.5	5.5	138.5	139.5
#000000	6	139	1	5.5	6.5	138.5	139.5
#000000	7	139	1	6.5	7.5	138.5	139.5
#000000	8	139	1	7.5	8.5	138.5	139.5
#000000	9	139	1	8.5	9.5	138.5	139.5
#000000	10	139	1	9.5	10.5	138.5	139.5
#000000	11	139	1	10.5	11.5	138.5	139.5
#000000	12	139	1	11.5	12.5	138.5	139.5
#000000	13	139	1	12.5	13.5	138.5	139.5
#000000	14	139	1	13.5	14.5	138.5	139.5
#000000	15	139	1	14.5	15.5	138.5	139.5
#000000	16	139	1	15.5	16.5	138.5	139.5
#000000	17	139	1	16.5	17.5	138.5	139.5
#000000	18	139	1	17.5	18.5	138.5	139.5
#000000	19	139	1	18.5	19.5	138.5	139.5
#000000	20	139	1	19.5	20.5	138.5	139.5
#000000	21	139	1	20.5	21.5	138.5	139.5
#000000	22	139	1	21.5	22.5	138.5	139.5
#000000	23	139	1	22.5	23.5	138.5	139.5
#000000	24	139	1	23.5	24.5	138.5	139.5
#000000	25	139	1	24.5	25.5	138.5	139.5
#020202	26	139	3	25.5	26.5	138.5	139.5
#040404	27	139	5	26.5	27.5	138.5	139.5
#070707	28	139	8	27.5	28.5	138.5	139.5
#0C0C0C	29	139	13	28.5	29.5	138.5	139.5
#0F0F0F	30	139	16	29.5	30.5	138.5	139.5
#121212	31	139	19	30.5	31.5	138.5	139.5
#141414	32	139	21	31.5	32.5	138.5	139.5
#171717	33	139	24	32.5	33.5	138.5	139.5
#191919	34	139	26	33.5	34.5	138.5	139.5
#1C1C1C	35	139	29	34.5	35.5	138.5	139.5
#202020	36	139	33	35.5	36.5	138.5	139.5
#222222	37	139	35	36.5	37.5	138.5	139.5
#282828	38	139	41	37.5	38.5	138.5	139.5
#2F2F2F	39	139	48	38.5	39.5	138.5	139.5
#343434	40	139	53	39.5	40.5	138.5	139.5
#393939	41	139	58	40.5	41.5	138.5	139.5
#3F3F3F	42	139	64	41.5	42.5	138.5	139.5
#424242	43	139	67	42.5	43.5	138.5	139.5
#484848	44	139	73	43.5	44.5	138.5	139.5
#4D4D4D	45	139	78	44.5	45.5	138.5	139.5
#505050	46	139	81	45.5	46.5	138.5	139.5
#525252	47	139	83	46.5	47.5	138.5	139.5
#535353	48	139	84	47.5	48.5	138.5	139.5
#565656	49	139	87	48.5	49.5	138.5	139.5
#5A5A5A	50	139	91	49.5	50.5	138.5	139.5
#707070	51	139	113	50.5	51.5	138.5	139.5
#767676	52	139	119	51.5	52.5	138.5	139.5
#737373	53	139	116	52.5	53.5	138.5	139.5
#747474	54	139	117	53.5	54.5	138.5	139.5
#787878	55	139	121	54.5	55.5	138.5	139.5
#767676	56	139	119	55.5	56.5	138.5	139.5
#7A7A7A	57	139	123	56.5	57.5	138.5	139.5
#7E7E7E	58	139	127	57.5	58.5	138.5	139.5
#808080	59	139	129	58.5	59.5	138.5	139.5
#7F7F7F	60	139	128	59.5	60.5	138.5	139.5
#808080	61	139	129	60.5	61.5	138.5	139.5
#838383	62	139	132	61.5	62.5	138.5	139.5
#838383	63	139	132	62.5	63.5	138.5	139.5
#808080	64	139	129	63.5	64.5	138.5	139.5
#828282	65	139	131	64.5	65.5	138.5	139.5
#868686	66	139	135	65.5	66.5	138.5	139.5
#888888	67	139	137	66.5	67.5	138.5	139.5
#8A8A8A	68	139	139	67.5	68.5	138.5	139.5
#878787	69	139	136	68.5	69.5	138.5	139.5
#858585	70	139	134	69.5	70.5	138.5	139.5
#858585	71	139	134	70.5	71.5	138.5	139.5
#848484	72	139	133	71.5	72.5	138.5	139.5
#838383	73	139	132	72.5	73.5	138.5	139.5
#818181	74	139	130	73.5	74.5	138.5	139.5
#808080	75	139	129	74.5	75.5	138.5	139.5
#7D7D7D	76	139	126	75.5	76.5	138.5	139.5
#7E7E7E	77	139	127	76.5	77.5	138.5	139.5
#7D7D7D	78	139	126	77.5	78.5	138.5	139.5
#7A7A7A	79	139	123	78.5	79.5	138.5	139.5
#777777	80	139	120	79.5	80.5	138.5	139.5
#777777	81	139	120	80.5	81.5	138.5	139.5
#777777	82	139	120	81.5	82.5	138.5	139.5
#777777	83	139	120	82.5	83.5	138.5	139.5
#777777	84	139	120	83.5	84.5	138.5	139.5
#777777	85	139	120	84.5	85.5	138.5	139.5
#777777	86	139	120	85.5	86.5	138.5	139.5
#777777	87	139	120	86.5	87.5	138.5	139.5
#777777	88	139	120	87.5	88.5	138.5	139.5
#777777	89	139	120	88.5	89.5	138.5	139.5
#777777	90	139	120	89.5	90.5	138.5	139.5
#767676	91	139	119	90.5	91.5	138.5	139.5
#757575	92	139	118	91.5	92.5	138.5	139.5
#737373	93	139	116	92.5	93.5	138.5	139.5
#727272	94	139	115	93.5	94.5	138.5	139.5
#717171	95	139	114	94.5	95.5	138.5	139.5
#6D6D6D	96	139	110	95.5	96.5	138.5	139.5
#6C6C6C	97	139	109	96.5	97.5	138.5	139.5
#686868	98	139	105	97.5	98.5	138.5	139.5
#636363	99	139	100	98.5	99.5	138.5	139.5
#5E5E5E	100	139	95	99.5	100.5	138.5	139.5
#5A5A5A	101	139	91	100.5	101.5	138.5	139.5
#4A4A4A	102	139	75	101.5	102.5	138.5	139.5
#3C3C3C	103	139	61	102.5	103.5	138.5	139.5
#393939	104	139	58	103.5	104.5	138.5	139.5
#383838	105	139	57	104.5	105.5	138.5	139.5
#373737	106	139	56	105.5	106.5	138.5	139.5
#343434	107	139	53	106.5	107.5	138.5	139.5
#303030	108	139	49	107.5	108.5	138.5	139.5
#2C2C2C	109	139	45	108.5	109.5	138.5	139.5
#2B2B2B	110	139	44	109.5	110.5	138.5	139.5
#2A2A2A	111	139	43	110.5	111.5	138.5	139.5
#2A2A2A	112	139	43	111.5	112.5	138.5	139.5
#2A2A2A	113	139	43	112.5	113.5	138.5	139.5
#292929	114	139	42	113.5	114.5	138.5	139.5
#282828	115	139	41	114.5	115.5	138.5	139.5
#262626	116	139	39	115.5	116.5	138.5	139.5
#212121	117	139	34	116.5	117.5	138.5	139.5
#1D1D1D	118	139	30	117.5	118.5	138.5	139.5
#151515	119	139	22	118.5	119.5	138.5	139.5
#0E0E0E	120	139	15	119.5	120.5	138.5	139.5
#0E0E0E	121	139	15	120.5	121.5	138.5	139.5
#101010	122	139	17	121.5	122.5	138.5	139.5
#111111	123	139	18	122.5	123.5	138.5	139.5
#131313	124	139	20	123.5	124.5	138.5	139.5
#141414	125	139	21	124.5	125.5	138.5	139.5
#161616	126	139	23	125.5	126.5	138.5	139.5
#171717	127	139	24	126.5	127.5	138.5	139.5
