group	fill
1	#C4C701
2	#C4C701
3	#C3C903
4	#C1D404
5	#BF4A05
6	#BD0007
7	#BA000C
8	#B5000F
9	#B10014
10	#AD0017
11	#A9001C
12	#A10024
13	#9B002A
14	#98002E
15	#930031
16	#910033
17	#8E0037
18	#8D0038
19	#8D0038
20	#8D0038
21	#900035
22	#8E0037
23	#8E0037
24	#900035
25	#900035
26	#900035
27	#900035
28	#920032
29	#950030
30	#950030
31	#98002D
32	#98002D
33	#98002D
34	#99002C
35	#98002D
36	#97002E
37	#950030
38	#940031
39	#900035
40	#8E0037
41	#8C0039
42	#88003C
43	#810043
44	#7D0047
45	#79004C
46	#720052
47	#6A005B
48	#600065
49	#57006D
50	#4C0079
51	#400084
52	#36008E
53	#2F0095
54	#2A009B
55	#2A009B
56	#2E0097
57	#37008E
58	#430081
59	#540070
60	#68005D
61	#7C0048
62	#900034
63	#9F0025
64	#AF0016
65	#B9000B
66	#BF4F05
67	#C1B704
68	#BD0007
69	#B50010
70	#AC0019
71	#A20022
72	#9A002A
73	#920033
74	#8F0036
75	#8E0037
76	#910034
77	#9A002B
78	#A50020
79	#B30013
80	#B67E03
81	#06C000
82	#00A600
83	#009700
84	#008800
85	#008300
86	#007F00
87	#007F00
88	#008500
89	#008B00
90	#009400
91	#009D00
92	#00A900
93	#00B200
94	#33BB00
95	#CFC401
96	#C3D002
97	#BE3206
98	#BC0009
99	#BA000B
100	#B8000D
101	#B6000F
102	#B30011
103	#B10014
104	#AF0016
105	#AD0017
106	#AB0019
107	#A6001E
108	#A40021
109	#9F0025
110	#9B002A
111	#99002C
112	#950030
113	#920032
114	#8F0036
115	#8D0038
116	#8C0039
117	#8C0039
118	#8B003A
119	#8B003A
120	#8B003A
121	#8B003A
122	#8F0036
123	#900035
124	#900035
125	#900035
126	#900035
127	#900035
128	#900035
129	#900035
130	#900035
131	#900035
132	#900035
133	#900035
134	#900035
135	#900035
136	#900035
137	#900035
138	#900035
139	#900035
140	#900035
141	#C4C701
142	#C4C701
143	#C3C903
144	#C1D404
145	#BF4A05
146	#BD0007
147	#BA000C
148	#B5000F
149	#B10014
150	#AD0017
151	#A9001C
152	#A10024
153	#9B002A
154	#98002E
155	#930031
156	#910033
157	#8F0036
158	#8F0037
159	#8D0038
160	#8D0038
161	#900035
162	#900035
163	#900035
164	#910033
165	#910033
166	#910033
167	#910033
168	#920032
169	#940030
170	#97002E
171	#98002D
172	#98002D
173	#98002D
174	#99002C
175	#98002D
176	#97002E
177	#950030
178	#940031
179	#900035
180	#8E0037
181	#8C0039
182	#88003C
183	#810043
184	#7D0047
185	#79004C
186	#720052
187	#6A005B
188	#600065
189	#57006D
190	#4C0079
191	#400084
192	#36008E
193	#2F0095
194	#2A009B
195	#2A009B
196	#2E0097
197	#37008E
198	#430081
199	#540070
200	#68005D
201	#7C0048
202	#900034
203	#A10024
204	#B00015
205	#BA000A
206	#BF4F05
207	#C1B704
208	#BD0007
209	#B40010
210	#AB0019
211	#A10023
212	#99002C
213	#910034
214	#8D0038
215	#8C0039
216	#8F0036
217	#97002D
218	#A30022
219	#B00015
220	#C38506
221	#63C400
222	#00A700
223	#009800
224	#008A00
225	#008300
226	#008100
227	#008000
228	#008500
229	#008C00
230	#009500
231	#009D00
232	#00A900
233	#00B200
234	#33BB00
235	#D0C300
236	#C4CF01
237	#BE2C06
238	#BC0009
239	#BA000B
240	#B8000D
241	#B6000F
242	#B30011
243	#B10014
244	#AF0016
245	#AD0017
246	#AB0019
247	#A7001D
248	#A6001F
249	#A10024
250	#9B002A
251	#99002C
252	#950030
253	#920032
254	#900034
255	#8E0037
256	#8D0038
257	#8B003A
258	#8B003A
259	#8B003A
260	#8B003A
261	#8D0038
262	#8F0036
263	#900035
264	#900035
265	#900035
266	#910034
267	#910033
268	#910033
269	#910033
270	#910033
271	#910033
272	#910033
273	#910033
274	#910033
275	#910033
276	#910033
277	#910033
278	#910033
279	#910033
280	#910033
281	#C4C701
282	#C4C701
283	#C3C903
284	#C1D404
285	#BF4A05
286	#BD0007
287	#BA000C
288	#B5000F
289	#B10014
290	#AD0017
291	#A9001C
292	#A30022
293	#9B0029
294	#97002E
295	#930031
296	#910033
297	#900035
298	#900035
299	#8F0037
300	#8F0037
301	#900035
302	#900035
303	#910034
304	#920032
305	#920032
306	#920032
307	#920032
308	#920032
309	#96002F
310	#98002D
311	#98002D
312	#98002D
313	#99002C
314	#9A002B
315	#98002D
316	#97002E
317	#950030
318	#940031
319	#900035
320	#8E0037
321	#8C0039
322	#88003C
323	#840041
324	#7F0046
325	#7A004B
326	#75004F
327	#6C0058
328	#630063
329	#58006D
330	#4C0079
331	#400084
332	#36008E
333	#2F0095
334	#2A009B
335	#2A009B
336	#2E0097
337	#37008E
338	#450080
339	#56006E
340	#68005D
341	#7C0048
342	#900034
343	#A20023
344	#B10014
