fill	x	y	group	xmin	xmax	ymin	ymax
#D4D4D4	0	139	213	-0.5	0.5	138.5	139.5
#C2C2C2	1	139	195	0.5	1.5	138.5	139.5
#767676	2	139	119	1.5	2.5	138.5	139.5
#2D2D2D	3	139	46	2.5	3.5	138.5	139.5
#1B1B1B	4	139	28	3.5	4.5	138.5	139.5
#242424	5	139	37	4.5	5.5	138.5	139.5
#333333	6	139	52	5.5	6.5	138.5	139.5
#3B3B3B	7	139	60	6.5	7.5	138.5	139.5
#3F3F3F	8	139	64	7.5	8.5	138.5	139.5
#434343	9	139	68	8.5	9.5	138.5	139.5
#464646	10	139	71	9.5	10.5	138.5	139.5
#474747	11	139	72	10.5	11.5	138.5	139.5
#484848	12	139	73	11.5	12.5	138.5	139.5
#4C4C4C	13	139	77	12.5	13.5	138.5	139.5
#4E4E4E	14	139	79	13.5	14.5	138.5	139.5
#535353	15	139	84	14.5	15.5	138.5	139.5
#575757	16	139	88	15.5	16.5	138.5	139.5
#5D5D5D	17	139	94	16.5	17.5	138.5	139.5
#626262	18	139	99	17.5	18.5	138.5	139.5
#676767	19	139	104	18.5	19.5	138.5	139.5
#6B6B6B	20	139	108	19.5	20.5	138.5	139.5
#6E6E6E	21	139	111	20.5	21.5	138.5	139.5
#717171	22	139	114	21.5	22.5	138.5	139.5
#737373	23	139	116	22.5	23.5	138.5	139.5
#767676	24	139	119	23.5	24.5	138.5	139.5
#787878	25	139	121	24.5	25.5	138.5	139.5
#7B7B7B	26	139	124	25.5	26.5	138.5	139.5
#7D7D7D	27	139	126	26.5	27.5	138.5	139.5
#7F7F7F	28	139	128	27.5	28.5	138.5	139.5
#7F7F7F	29	139	128	28.5	29.5	138.5	139.5
#7D7D7D	30	139	126	29.5	30.5	138.5	139.5
#7A7A7A	31	139	123	30.5	31.5	138.5	139.5
#797979	32	139	122	31.5	32.5	138.5	139.5
#7A7A7A	33	139	123	32.5	33.5	138.5	139.5
#7A7A7A	34	139	123	33.5	34.5	138.5	139.5
#7A7A7A	35	139	123	34.5	35.5	138.5	139.5
#7B7B7B	36	139	124	35.5	36.5	138.5	139.5
#7D7D7D	37	139	126	36.5	37.5	138.5	139.5
#808080	38	139	129	37.5	38.5	138.5	139.5
#818181	39	139	130	38.5	39.5	138.5	139.5
#828282	40	139	131	39.5	40.5	138.5	139.5
#828282	41	139	131	40.5	41.5	138.5	139.5
#808080	42	139	129	41.5	42.5	138.5	139.5
#838383	43	139	132	42.5	43.5	138.5	139.5
#888888	44	139	137	43.5	44.5	138.5	139.5
#8F8F8F	45	139	144	44.5	45.5	138.5	139.5
#979797	46	139	152	45.5	46.5	138.5	139.5
#A5A5A5	47	139	166	46.5	47.5	138.5	139.5
#ADADAD	48	139	174	47.5	48.5	138.5	139.5
#B2B2B2	49	139	179	48.5	49.5	138.5	139.5
#B8B8B8	50	139	185	49.5	50.5	138.5	139.5
#BDBDBD	51	139	190	50.5	51.5	138.5	139.5
#BEBEBE	52	139	191	51.5	52.5	138.5	139.5
#C1C1C1	53	139	194	52.5	53.5	138.5	139.5
